index,parallax,parallax_error,phot_g_mean_mag
613977,5.984181254125324,0.078405365,17.080616
614636,5.864301456565976,0.08098026,16.93265
617743,5.7627048562583125,0.018048057,11.968357
617879,5.722429962429184,0.034923073,7.051008
619573,5.872818217975185,0.27326137,19.166653
622276,5.831946448494112,0.1297866,17.886911
622554,5.6332551488176135,0.18789102,18.339508
622901,5.022452750574874,0.8076268,19.621775
622905,6.221420881179466,0.2942238,18.949762
624345,6.09078503346234,0.11947876,17.64981
629609,5.982499896092044,0.11253407,17.515753
633874,5.541308021060226,0.10849156,17.542294
635533,5.775179427277671,0.028853545,15.30681
638074,5.808620689771053,0.22749312,18.870945
638905,5.456473436748102,0.1301209,18.039698
639282,5.75286652415738,0.015906364,10.738578
639355,5.425138499361094,0.15603855,14.547989
639631,5.469594636467014,0.07243343,16.899363
640550,5.861398065210663,0.045684427,16.010366
640987,5.528892746964626,0.37727535,19.256767
641498,5.386210922060268,0.22092476,17.944786
641694,5.719694788822774,0.16391,18.126484
646867,5.598763160856397,0.015020436,12.616196
647910,5.571284972062054,0.022382312,11.802953
648490,5.832250594844703,0.031942636,7.5040035
649758,5.824379643787014,0.016219543,11.993255
651137,5.824145356998161,0.08530276,16.788792
651926,5.494292983763752,0.13569844,17.71546
652024,5.719627478137778,0.015010166,12.763859
653297,5.46371917677219,0.08516178,17.131023
653826,5.792374415048304,0.18707612,18.448065
654707,5.557796388111411,0.13368535,17.904778
659668,5.825464427868697,0.056519385,16.116497
660213,5.648128076674725,0.026598161,9.778589
661154,5.581248721611289,0.017016817,11.871115
661289,5.775586464046997,0.015383179,13.235522
664768,5.654341719219425,0.10524299,17.303986
665425,5.388999039511268,0.25442168,18.446323
665427,5.386533140721117,0.02799698,14.960169
665514,5.681324311894793,0.019949658,14.04731
667585,5.437285264381384,0.17660719,15.511902
667922,5.791711035909564,0.039213702,15.718542
669197,5.742840236599643,0.02808022,15.056889
669763,5.756065884424566,0.03313891,15.167285
669853,5.614514064891966,0.18522814,18.449644
670414,5.57803942342273,0.053134955,16.430008
670658,5.730830076031479,0.016978014,9.636087
671018,5.47015426539238,0.017746296,9.943563
671661,5.86115425337747,0.085596316,17.143438
674410,5.783523823993874,0.018090125,12.567133
675599,6.223033798874191,0.49664164,19.686575
677124,5.3477788978675385,0.44425845,19.249008
678160,5.913543534489281,0.013199222,12.686955
682219,5.867714494072423,0.06642947,16.736279
682593,6.025159244654992,0.05502532,16.182142
684741,5.868044662957845,0.041899778,15.987871
686392,5.448431094551803,0.32264093,19.125046
689103,5.737642712408368,0.017828774,10.078821
689233,6.039860727711329,0.10918757,17.644463
689826,5.782960652934089,0.10821707,17.538733
690103,5.778333876737563,0.016089616,9.652899
691110,6.027492264360409,0.056102566,16.447884
691622,5.536642688030306,0.034367327,15.4525385
691761,5.76920766456847,0.045685563,16.108362
693004,5.752417650726145,0.13801032,17.969357
693296,5.650515280599118,0.013844559,11.978837
694370,5.80153132104048,0.019792479,9.854408
694372,5.821066833288591,0.042922195,15.52935
694448,5.690216183193966,0.03209786,15.292887
694581,5.8312703258188,0.07647533,16.31168
695160,5.464395223641043,0.19669221,16.614141
698229,5.93103184840108,0.039173756,15.488787
698469,5.880191633712741,0.06559471,16.673834
701832,5.330583673863561,0.086005025,17.091879
704248,5.899955795544639,0.013376882,12.638835
